date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:39:01	40093/40093	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202016%2003:39:13%20GMT	https://distractionkiller.wordpress.com/home/block_web/	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.wordpress.com/home/block_web/index.html	(from https://distractionkiller.wordpress.com/)
20:39:01	183033/183033	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:46:39%20GMT	https://distractionkiller.files.wordpress.com/2016/11/block_web.png?w=644&h=338&crop=1	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/block_webd601.png	(from https://distractionkiller.wordpress.com/)
20:39:02	40046/40046	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202016%2003:39:13%20GMT	https://distractionkiller.wordpress.com/home/leaving/	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.wordpress.com/home/leaving/index.html	(from https://distractionkiller.wordpress.com/)
20:39:02	310511/310511	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:30:00%20GMT	https://distractionkiller.files.wordpress.com/2016/11/leaving.png?w=644&h=338&crop=1	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/leavingd601.png	(from https://distractionkiller.wordpress.com/)
20:39:03	40269/40269	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202016%2003:39:15%20GMT	https://distractionkiller.wordpress.com/home/preference_web_-1/	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.wordpress.com/home/preference_web_-1/index.html	(from https://distractionkiller.wordpress.com/)
20:39:04	20650/20650	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2255faca7a-50aa%22	http://0.gravatar.com/js/gprofiles.js?ver=201648y	C:/My%20Web%20Sites/distractionkiller2/0.gravatar.com/js/gprofiles88e1.js	(from https://distractionkiller.wordpress.com/)
20:39:05	218426/218426	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:47:52%20GMT	https://distractionkiller.files.wordpress.com/2016/11/preference_web_-1.png?w=644&h=338&crop=1	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/preference_web_-1d601.png	(from https://distractionkiller.wordpress.com/)
20:39:05	582/582	---MCZ	200	added ('OK')	application/x-javascript	date:Sat,%2003%20Dec%202016%2003:39:16%20GMT	https://s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1380573781h	C:/My%20Web%20Sites/distractionkiller2/s1.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoc3b6.js	(from https://distractionkiller.wordpress.com/)
20:39:05	22842/22842	---MCZ	200	added ('OK')	text/css	date:Sat,%2003%20Dec%202016%2003:39:17%20GMT	https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1458924076h	C:/My%20Web%20Sites/distractionkiller2/s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel8aea.css	(from https://distractionkiller.wordpress.com/)
20:39:05	1323/1323	---MCZ	200	added ('OK')	text/css	date:Sat,%2003%20Dec%202016%2003:39:17%20GMT	https://s1.wp.com/wp-content/mu-plugins/tiled-gallery/tiled-gallery.css?m=1443731146h	C:/My%20Web%20Sites/distractionkiller2/s1.wp.com/wp-content/mu-plugins/tiled-gallery/tiled-galleryf830.css	(from https://distractionkiller.wordpress.com/)
20:39:06	174/174	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2003%20Dec%202016%2003:39:17%20GMT	https://distractionkiller.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://distractionkiller.wordpress.com/)
20:39:06	11389/11389	---MCZ	200	added ('OK')	application/x-javascript	date:Sat,%2003%20Dec%202016%2003:39:18%20GMT	http://stats.wp.com/w.js?55	C:/My%20Web%20Sites/distractionkiller2/stats.wp.com/wb53b.js	(from https://distractionkiller.wordpress.com/)
20:39:06	58153/58153	---M-Z	200	added ('OK')	application/javascript	etag:%22d8f92c095e07f2b77ae60a0b83f28322%22	https://s.skimresources.com/js/725X1342.skimlinks.js	C:/My%20Web%20Sites/distractionkiller2/s.skimresources.com/js/725X1342.skimlinks.js	(from https://distractionkiller.wordpress.com/)
20:39:06	43/43	---M--	200	added ('OK')	image/gif	date:Sat,%2003%20Dec%202016%2003:39:18%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/My%20Web%20Sites/distractionkiller2/pixel.wp.com/b0b80.gif	(from https://distractionkiller.wordpress.com/)
20:39:07	48358/48358	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:40:28%20GMT	https://distractionkiller.files.wordpress.com/2016/11/fc.png?w=748	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/fca89c.png	(from https://distractionkiller.wordpress.com/contact/)
20:39:07	42784/42784	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:40:31%20GMT	https://distractionkiller.files.wordpress.com/2016/11/wj.png?w=748	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/wja89c.png	(from https://distractionkiller.wordpress.com/contact/)
20:39:08	57237/57237	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:40:33%20GMT	https://distractionkiller.files.wordpress.com/2016/11/zw.png?w=748	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/zwa89c.png	(from https://distractionkiller.wordpress.com/contact/)
20:39:08	60544/60544	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:40:34%20GMT	https://distractionkiller.files.wordpress.com/2016/11/qf.png?w=748	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/qfa89c.png	(from https://distractionkiller.wordpress.com/contact/)
20:39:09	194/194	---MCZ	200	added ('OK')	text/css	date:Sat,%2003%20Dec%202016%2003:39:20%20GMT	https://s1.wp.com/wp-content/mu-plugins/responsive-videos/responsive-videos.css?m=1445367997h	C:/My%20Web%20Sites/distractionkiller2/s1.wp.com/wp-content/mu-plugins/responsive-videos/responsive-videos47eb.css	(from https://distractionkiller.wordpress.com/video/)
20:39:09	20606/20606	---MCZ	200	added ('OK')	text/css	date:Sat,%2003%20Dec%202016%2003:39:21%20GMT	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h	C:/My%20Web%20Sites/distractionkiller2/s1.wp.com/wp-content/mu-plugins/highlander-comments/style0196.css	(from https://distractionkiller.wordpress.com/home/notification_software/)
20:39:09	14283/14283	---MCZ	200	added ('OK')	text/css	date:Wed,%2023%20Nov%202016%2019:37:32%20GMT	https://s1.wp.com/_static/??/wp-content/mu-plugins/actionbar/actionbar.css,/wp-content/themes/h4/global.css?m=1479929846j	C:/My%20Web%20Sites/distractionkiller2/s1.wp.com/_static/indexeafa.html	(from https://distractionkiller.wordpress.com/home/notification_software/)
20:39:09	867/867	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	https://distractionkiller.wordpress.com/home/notification_software/feed/	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.wordpress.com/home/notification_software/feed/index.html	(from https://distractionkiller.wordpress.com/home/notification_software/)
20:39:09	1026778/1026778	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:56:12%20GMT	https://distractionkiller.files.wordpress.com/2016/11/notification_software.png	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/notification_software.png	(from https://distractionkiller.wordpress.com/home/notification_software/)
20:39:10	85520/85520	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:56:12%20GMT	https://distractionkiller.files.wordpress.com/2016/11/notification_software.png?w=300	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/notification_softwarec6eb.png	(from https://distractionkiller.wordpress.com/home/notification_software/)
20:39:10	595/595	---MCZ	200	added ('OK')	application/x-javascript	date:Sat,%2003%20Dec%202016%2003:39:21%20GMT	https://s1.wp.com/wp-content/mu-plugins/akismet-3.0/_inc/form.js?m=1404442431h	C:/My%20Web%20Sites/distractionkiller2/s1.wp.com/wp-content/mu-plugins/akismet-3.0/_inc/formcd10.js	(from https://distractionkiller.wordpress.com/home/notification_software/)
20:39:10	42318/42318	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2024%20Nov%202016%2005:09:52%20GMT	https://s2.wp.com/_static/??/wp-content/js/jquery/jquery.autoresize.js,/wp-content/mu-plugins/highlander-comments/script.js?m=1479964158j	C:/My%20Web%20Sites/distractionkiller2/s2.wp.com/_static/index1575.html	(from https://distractionkiller.wordpress.com/home/notification_software/)
20:39:10	939865/939865	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Nov%202016%2000:00:14%20GMT	https://distractionkiller.files.wordpress.com/2016/11/block_software.png	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/block_software.png	(from https://distractionkiller.wordpress.com/documents/block_software/)
20:39:10	858/858	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	https://distractionkiller.wordpress.com/documents/block_software/feed/	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.wordpress.com/documents/block_software/feed/index.html	(from https://distractionkiller.wordpress.com/documents/block_software/)
20:39:11	79809/79809	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Nov%202016%2000:00:14%20GMT	https://distractionkiller.files.wordpress.com/2016/11/block_software.png?w=300	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/block_softwarec6eb.png	(from https://distractionkiller.wordpress.com/documents/block_software/)
20:39:11	572756/572756	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:30:02%20GMT	https://distractionkiller.files.wordpress.com/2016/11/notification_keyword.png	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/notification_keyword.png	(from https://distractionkiller.wordpress.com/home/notification_keyword/)
20:39:11	53564/53564	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:30:02%20GMT	https://distractionkiller.files.wordpress.com/2016/11/notification_keyword.png?w=300	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/notification_keywordc6eb.png	(from https://distractionkiller.wordpress.com/home/notification_keyword/)
20:39:11	865/865	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	https://distractionkiller.wordpress.com/home/notification_keyword/feed/	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.wordpress.com/home/notification_keyword/feed/index.html	(from https://distractionkiller.wordpress.com/home/notification_keyword/)
20:39:11	523930/523930	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:46:39%20GMT	https://distractionkiller.files.wordpress.com/2016/11/block_web.png	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/block_web.png	(from https://distractionkiller.wordpress.com/home/block_web/)
20:39:12	843/843	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	https://distractionkiller.wordpress.com/home/block_web/feed/	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.wordpress.com/home/block_web/feed/index.html	(from https://distractionkiller.wordpress.com/home/block_web/)
20:39:12	48651/48651	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:46:39%20GMT	https://distractionkiller.files.wordpress.com/2016/11/block_web.png?w=300	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/block_webc6eb.png	(from https://distractionkiller.wordpress.com/home/block_web/)
20:39:12	938864/938864	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:30:00%20GMT	https://distractionkiller.files.wordpress.com/2016/11/leaving.png	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/leaving.png	(from https://distractionkiller.wordpress.com/home/leaving/)
20:39:12	839/839	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	https://distractionkiller.wordpress.com/home/leaving/feed/	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.wordpress.com/home/leaving/feed/index.html	(from https://distractionkiller.wordpress.com/home/leaving/)
20:39:13	79276/79276	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:30:00%20GMT	https://distractionkiller.files.wordpress.com/2016/11/leaving.png?w=300	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/leavingc6eb.png	(from https://distractionkiller.wordpress.com/home/leaving/)
20:39:13	637280/637280	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:47:52%20GMT	https://distractionkiller.files.wordpress.com/2016/11/preference_web_-1.png	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/preference_web_-1.png	(from https://distractionkiller.wordpress.com/home/preference_web_-1/)
20:39:13	859/859	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2299b889a9cd748e8b4eca0eb3758d138d%22	https://distractionkiller.wordpress.com/home/preference_web_-1/feed/	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.wordpress.com/home/preference_web_-1/feed/index.html	(from https://distractionkiller.wordpress.com/home/preference_web_-1/)
20:39:13	57208/57208	---M--	200	added ('OK')	image/png	date:Fri,%2018%20Nov%202016%2023:47:52%20GMT	https://distractionkiller.files.wordpress.com/2016/11/preference_web_-1.png?w=300	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.files.wordpress.com/2016/11/preference_web_-1c6eb.png	(from https://distractionkiller.wordpress.com/home/preference_web_-1/)
20:39:14	50/50	---M--	200	added ('OK')	image/gif	date:Sat,%2003%20Dec%202016%2003:39:25%20GMT	https://pixel.wp.com/g.gif?v=wpcom2&x_grav-hover=	C:/My%20Web%20Sites/distractionkiller2/pixel.wp.com/g9818.gif	(from http://0.gravatar.com/js/gprofiles.js?ver=201648y)
20:39:14	24578/24578	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Dec%202016%2003:39:25%20GMT	https://distractionkiller.wordpress.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.wordpress.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from http://0.gravatar.com/js/gprofiles.js?ver=201648y)
20:39:14	4529/4529	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202015%2017:47:31%20GMT	https://s0.wp.com/wp-content/mu-plugins/carousel/images/arrows.png	C:/My%20Web%20Sites/distractionkiller2/s0.wp.com/wp-content/mu-plugins/carousel/images/arrows.png	(from https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1458924076h)
20:39:14	10063/10063	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202015%2017:47:31%20GMT	https://s0.wp.com/wp-content/mu-plugins/carousel/images/arrows-2x.png	C:/My%20Web%20Sites/distractionkiller2/s0.wp.com/wp-content/mu-plugins/carousel/images/arrows-2x.png	(from https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1458924076h)
20:39:14	1318/1318	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Nov%202015%2021:35:53%20GMT	https://s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-sprite.png?5	C:/My%20Web%20Sites/distractionkiller2/s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-spritee4da.png	(from https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1458924076h)
20:39:15	2076/2076	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Nov%202015%2019:23:30%20GMT	https://s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-sprite-2x.png?5	C:/My%20Web%20Sites/distractionkiller2/s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-sprite-2xe4da.png	(from https://s0.wp.com/wp-content/mu-plugins/carousel/jetpack-carousel.css?m=1458924076h)
20:39:15	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Dec%202016%2003:39:27%20GMT	https://distractionkiller.wordpress.com/g.gif	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.wordpress.com/g.gif	(from http://stats.wp.com/w.js?55)
20:39:15	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Dec%202016%2003:39:27%20GMT	https://distractionkiller.wordpress.com/c.gif	C:/My%20Web%20Sites/distractionkiller2/distractionkiller.wordpress.com/c.gif	(from http://stats.wp.com/w.js?55)
20:39:15	43/43	---M--	200	added ('OK')	image/gif	date:Sat,%2003%20Dec%202016%2003:39:27%20GMT	http://pixel.wp.com/t.gif	C:/My%20Web%20Sites/distractionkiller2/pixel.wp.com/t.gif	(from http://stats.wp.com/w.js?55)
20:39:16	671/671	---MC-	200	added ('OK')	text/plain	date:Sat,%2003%20Dec%202016%2003:39:28%20GMT	https://s1.wp.com/robots.txt		(from https://distractionkiller.wordpress.com/home/notification_software/)
20:39:16	666/666	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Nov%202015%2019:23:31%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress.png	C:/My%20Web%20Sites/distractionkiller2/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
20:39:16	523/523	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Nov%202015%2021:35:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter.png	C:/My%20Web%20Sites/distractionkiller2/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
20:39:17	581/581	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Nov%202015%2021:35:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook.png	C:/My%20Web%20Sites/distractionkiller2/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
20:39:17	602/602	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202015%2017:47:31%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1.png	C:/My%20Web%20Sites/distractionkiller2/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
20:39:17	592/592	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Nov%202015%2021:35:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress-2x.png	C:/My%20Web%20Sites/distractionkiller2/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress-2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
20:39:17	1414/1414	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Nov%202015%2019:23:31%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter-2x.png	C:/My%20Web%20Sites/distractionkiller2/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter-2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
20:39:18	1027/1027	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Nov%202015%2021:35:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook-2x.png	C:/My%20Web%20Sites/distractionkiller2/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook-2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
20:39:18	1134/1134	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202015%2004:17:51%20GMT	https://s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1@2x.png	C:/My%20Web%20Sites/distractionkiller2/s1.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1@2x.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
20:39:18	1984/1984	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Nov%202015%2019:23:28%20GMT	https://s1.wp.com/wp-content/mu-plugins/highlander-comments/images/postto-buttons.png	C:/My%20Web%20Sites/distractionkiller2/s1.wp.com/wp-content/mu-plugins/highlander-comments/images/postto-buttons.png	(from https://s1.wp.com/wp-content/mu-plugins/highlander-comments/style.css?m=1377793621h)
